                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    123,                 2.3801,                 1.3776,                0.91223,                0.46581,                0.41306,                0.44438,                0.19314,                 2.1798,                 1.2419,                0.89592,             0.00075844,             0.00075844,             0.00075844
                    124,                 2.3487,                 1.3718,                0.91201,                0.46666,                0.42003,                0.45683,                0.20751,                 2.1561,                 1.2288,                0.89389,             0.00075646,             0.00075646,             0.00075646
                    125,                 2.3272,                 1.3761,                0.90703,                 0.4605,                0.42174,                0.45806,                0.20551,                 2.1614,                 1.2124,                0.89461,             0.00075448,             0.00075448,             0.00075448
                    126,                 2.3643,                 1.4025,                0.91063,                0.43218,                0.41761,                0.43841,                0.18475,                 2.2223,                 1.2384,                 0.8965,              0.0007525,              0.0007525,              0.0007525
                    127,                 2.3656,                 1.3666,                0.90301,                0.45784,                0.43278,                0.46888,                0.20444,                 2.2085,                 1.2046,                0.89676,             0.00075052,             0.00075052,             0.00075052
                    128,                 2.3415,                  1.373,                0.90668,                0.46723,                0.41854,                0.46585,                0.21384,                 2.1444,                 1.1936,                0.89102,             0.00074854,             0.00074854,             0.00074854
                    129,                 2.3309,                 1.3714,                0.90858,                0.47014,                0.42501,                0.46493,                0.21147,                 2.1424,                  1.202,                0.89178,             0.00074656,             0.00074656,             0.00074656
                    130,                 2.3713,                  1.387,                0.90481,                0.48818,                  0.412,                0.47313,                0.21256,                 2.1431,                 1.1941,                0.89183,             0.00074458,             0.00074458,             0.00074458
                    131,                 2.3368,                 1.3662,                 0.9102,                0.47566,                0.40577,                0.44959,                0.19652,                 2.2146,                  1.256,                0.90028,              0.0007426,              0.0007426,              0.0007426
                    132,                 2.3607,                 1.3779,                0.90659,                0.46483,                0.43733,                0.46718,                0.21758,                 2.1419,                 1.1877,                 0.8902,             0.00074062,             0.00074062,             0.00074062
