                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 1.6007,                0.86061,                0.89612,                0.85187,                0.80512,                0.86867,                0.48264,                  1.457,                0.73266,                0.87895,              0.0092773,              0.0092773,              0.0092773
                     75,                 1.6058,                0.85821,                0.89818,                0.84673,                0.78736,                0.85891,                0.44867,                 1.5563,                0.76079,                0.88967,              0.0092674,              0.0092674,              0.0092674
                     76,                 1.5908,                0.84827,                 0.8942,                0.85991,                0.79786,                0.86832,                0.46729,                 1.4889,                0.74234,                 0.8806,              0.0092575,              0.0092575,              0.0092575
                     77,                 1.5934,                0.85591,                0.89243,                0.86227,                0.80318,                 0.8741,                 0.4859,                 1.4218,                0.72019,                0.87281,              0.0092476,              0.0092476,              0.0092476
                     78,                 1.6054,                0.85343,                0.89561,                0.86113,                0.80663,                0.87511,                0.48564,                 1.4488,                0.71605,                0.87666,              0.0092377,              0.0092377,              0.0092377
                     79,                 1.5815,                0.85244,                0.89277,                0.86394,                0.80982,                 0.8784,                0.49226,                 1.4414,                0.71327,                0.87582,              0.0092278,              0.0092278,              0.0092278
                     80,                 1.5858,                0.85131,                  0.894,                0.86252,                0.81151,                0.87644,                0.49467,                 1.4296,                0.71296,                0.87386,              0.0092179,              0.0092179,              0.0092179
                     81,                 1.5836,                0.84723,                 0.8919,                0.85788,                0.80404,                0.87364,                0.46776,                 1.5097,                0.73299,                0.88308,               0.009208,               0.009208,               0.009208
                     82,                 1.5901,                0.84943,                0.89163,                0.85703,                0.80931,                0.87397,                0.47191,                 1.4817,                0.72216,                0.87964,              0.0091981,              0.0091981,              0.0091981
                     83,                  1.575,                0.83756,                0.89205,                0.86883,                0.81468,                0.88269,                0.49233,                 1.4199,                0.70317,                0.87115,              0.0091882,              0.0091882,              0.0091882
                     84,                 1.5834,                0.84305,                0.89414,                0.86101,                0.81566,                0.87986,                0.49252,                 1.4185,                0.70425,                0.87172,              0.0091783,              0.0091783,              0.0091783
                     85,                 1.5687,                0.84269,                0.89194,                0.86284,                0.81087,                 0.8766,                0.47614,                 1.4729,                 0.7165,                0.87631,              0.0091684,              0.0091684,              0.0091684
                     86,                 1.5713,                0.83803,                0.89564,                 0.8638,                 0.8144,                 0.8799,                0.49394,                 1.4233,                0.70171,                0.87071,              0.0091585,              0.0091585,              0.0091585
                     87,                 1.5587,                0.83425,                0.89034,                0.87031,                0.81398,                0.88173,                0.49545,                 1.4175,                0.69824,                0.87051,              0.0091486,              0.0091486,              0.0091486
                     88,                 1.5621,                0.82658,                0.88836,                0.86821,                 0.8122,                0.88239,                0.49109,                 1.4271,                0.69726,                0.86968,              0.0091387,              0.0091387,              0.0091387
                     89,                 1.5705,                 0.8345,                0.89102,                0.86754,                0.81576,                0.88289,                 0.4963,                 1.4305,                0.69861,                0.87165,              0.0091288,              0.0091288,              0.0091288
                     90,                 1.5843,                0.84507,                 0.8918,                0.86715,                0.82018,                0.88408,                0.49974,                 1.4278,                0.69585,                0.86961,              0.0091189,              0.0091189,              0.0091189
                     91,                 1.5696,                0.83658,                0.89244,                0.87349,                0.81848,                0.88545,                0.50839,                 1.3934,                0.69119,                0.86811,               0.009109,               0.009109,               0.009109
                     92,                  1.566,                0.83232,                0.89116,                0.86736,                0.81952,                0.88246,                 0.4939,                 1.4317,                0.70126,                0.87185,              0.0090991,              0.0090991,              0.0090991
                     93,                 1.5471,                0.81194,                0.88947,                0.86942,                0.82356,                0.88616,                 0.5003,                 1.4136,                0.69045,                 0.8704,              0.0090892,              0.0090892,              0.0090892
                     94,                 1.5465,                 0.8252,                0.88868,                0.86884,                 0.8243,                0.88731,                0.50183,                 1.4099,                0.68781,                0.86989,              0.0090793,              0.0090793,              0.0090793
                     95,                 1.5522,                0.82267,                0.88672,                0.86689,                0.81809,                0.88475,                0.49355,                 1.4367,                0.69569,                0.87179,              0.0090694,              0.0090694,              0.0090694
                     96,                 1.5399,                0.81371,                 0.8892,                0.87175,                0.82227,                 0.8879,                0.50482,                 1.3958,                0.67898,                0.86631,              0.0090595,              0.0090595,              0.0090595
                     97,                 1.5347,                0.80987,                0.88611,                 0.8747,                0.82503,                0.89147,                0.51469,                 1.3734,                0.67623,                0.86498,              0.0090496,              0.0090496,              0.0090496
                     98,                 1.5479,                  0.815,                0.88737,                0.86674,                0.82717,                0.88927,                0.50679,                 1.3933,                0.68309,                0.86592,              0.0090397,              0.0090397,              0.0090397
                     99,                 1.5379,                0.81916,                0.88803,                0.87233,                0.82381,                0.88884,                0.50481,                  1.408,                0.68754,                0.86915,              0.0090298,              0.0090298,              0.0090298
                    100,                 1.5537,                0.81973,                0.88878,                0.86873,                0.82606,                0.88879,                0.50013,                 1.4204,                0.68789,                0.86949,              0.0090199,              0.0090199,              0.0090199
                    101,                 1.5373,                0.80538,                0.88845,                0.87272,                0.82848,                 0.8915,                 0.5117,                 1.3838,                0.67701,                  0.866,                0.00901,                0.00901,                0.00901
                    102,                 1.5341,                0.80935,                0.88686,                0.87283,                0.83183,                0.89224,                0.51383,                 1.3755,                0.67601,                0.86446,              0.0090001,              0.0090001,              0.0090001
                    103,                 1.5341,                0.81281,                0.88644,                0.87681,                0.82931,                0.89294,                0.51142,                 1.3801,                0.67573,                0.86497,              0.0089902,              0.0089902,              0.0089902
                    104,                 1.5469,                0.81252,                0.88596,                 0.8737,                0.82924,                0.89168,                0.50555,                 1.3982,                0.67952,                 0.8671,              0.0089803,              0.0089803,              0.0089803
                    105,                 1.5377,                 0.8112,                0.88549,                0.87578,                0.82769,                0.89191,                0.51227,                 1.3844,                0.67565,                0.86577,              0.0089704,              0.0089704,              0.0089704
                    106,                 1.5227,                0.80011,                0.88695,                0.87798,                0.83107,                0.89407,                0.51846,                 1.3652,                0.66495,                0.86396,              0.0089605,              0.0089605,              0.0089605
                    107,                 1.5296,                0.80185,                0.88641,                0.87809,                0.82848,                0.89316,                0.51197,                 1.3853,                0.66877,                0.86532,              0.0089506,              0.0089506,              0.0089506
                    108,                 1.5216,                0.79907,                0.88683,                 0.8766,                 0.8291,                0.89394,                0.51496,                 1.3689,                0.66781,                0.86321,              0.0089407,              0.0089407,              0.0089407
                    109,                 1.5307,                0.80289,                0.88555,                0.87498,                0.82865,                0.89303,                0.50986,                 1.3917,                0.67581,                0.86553,              0.0089308,              0.0089308,              0.0089308
                    110,                 1.5433,                0.81269,                0.88582,                0.87774,                0.83171,                0.89552,                0.52436,                 1.3418,                 0.6617,                0.85985,              0.0089209,              0.0089209,              0.0089209
                    111,                 1.5311,                0.80479,                0.88467,                0.87784,                0.83174,                0.89634,                0.51802,                 1.3702,                0.66161,                0.86429,               0.008911,               0.008911,               0.008911
                    112,                 1.5253,                0.80112,                0.88583,                0.87672,                0.83333,                0.89706,                0.52071,                 1.3612,                0.66103,                 0.8632,              0.0089011,              0.0089011,              0.0089011
                    113,                 1.5114,                0.79289,                0.88255,                0.88032,                0.83525,                0.89904,                0.52629,                 1.3464,                0.65643,                0.85996,              0.0088912,              0.0088912,              0.0088912
                    114,                 1.5042,                0.79178,                0.88457,                0.87826,                0.83181,                 0.8968,                0.51897,                  1.366,                0.65944,                0.86184,              0.0088813,              0.0088813,              0.0088813
                    115,                 1.5147,                0.79157,                 0.8839,                0.87693,                 0.8325,                0.89698,                0.51731,                 1.3731,                0.66072,                 0.8624,              0.0088714,              0.0088714,              0.0088714
                    116,                 1.5192,                0.80155,                0.88409,                0.87902,                0.83363,                0.89732,                0.52043,                 1.3688,                0.66096,                 0.8625,              0.0088615,              0.0088615,              0.0088615
                    117,                  1.514,                0.79387,                0.88347,                0.88014,                0.83572,                0.89901,                0.52062,                 1.3724,                0.66111,                 0.8625,              0.0088516,              0.0088516,              0.0088516
                    118,                 1.5121,                0.79016,                0.88083,                0.87692,                0.83798,                0.89838,                0.52224,                 1.3716,                  0.659,                0.86241,              0.0088417,              0.0088417,              0.0088417
                    119,                 1.5014,                0.78091,                0.87962,                0.87749,                0.83938,                0.89933,                0.52172,                 1.3692,                0.65703,                0.86172,              0.0088318,              0.0088318,              0.0088318
                    120,                  1.505,                0.78686,                0.88131,                0.88036,                0.83831,                0.89868,                 0.5229,                 1.3645,                0.65528,                0.86211,              0.0088219,              0.0088219,              0.0088219
                    121,                 1.5079,                 0.7902,                0.88189,                0.88002,                0.83853,                0.89913,                0.52233,                  1.361,                0.65242,                0.86117,               0.008812,               0.008812,               0.008812
                    122,                 1.5109,                0.79089,                0.87912,                 0.8849,                0.84021,                0.90208,                0.53092,                 1.3349,                0.64587,                  0.858,              0.0088021,              0.0088021,              0.0088021
                    123,                 1.5067,                0.78633,                0.88159,                0.88467,                0.83815,                 0.9008,                0.52725,                  1.348,                0.64882,                0.85936,              0.0087922,              0.0087922,              0.0087922
                    124,                 1.4976,                0.78415,                0.88159,                0.88534,                0.83825,                0.90158,                0.52462,                 1.3533,                 0.6487,                0.85924,              0.0087823,              0.0087823,              0.0087823
                    125,                 1.4963,                0.78165,                0.88168,                0.88466,                0.84107,                0.90196,                0.52448,                 1.3537,                0.64717,                0.85855,              0.0087724,              0.0087724,              0.0087724
                    126,                  1.503,                0.78476,                0.87944,                0.88405,                0.84401,                0.90382,                0.53116,                 1.3396,                0.64236,                0.85725,              0.0087625,              0.0087625,              0.0087625
                    127,                    1.5,                0.78113,                0.88418,                0.88506,                0.84237,                0.90371,                0.53223,                 1.3309,                0.64049,                0.85668,              0.0087526,              0.0087526,              0.0087526
                    128,                 1.4781,                0.77253,                 0.8782,                0.88397,                0.84461,                0.90377,                0.53295,                 1.3295,                0.64008,                 0.8568,              0.0087427,              0.0087427,              0.0087427
                    129,                 1.4809,                0.77933,                0.88199,                0.88405,                0.84632,                0.90387,                0.53293,                 1.3332,                0.64033,                0.85753,              0.0087328,              0.0087328,              0.0087328
                    130,                  1.497,                0.77616,                0.87757,                0.88406,                0.84675,                0.90344,                0.53323,                 1.3328,                0.63954,                0.85756,              0.0087229,              0.0087229,              0.0087229
                    131,                 1.4879,                 0.7764,                0.88018,                0.88413,                0.84699,                0.90343,                0.53656,                  1.325,                0.63962,                0.85711,               0.008713,               0.008713,               0.008713
                    132,                 1.4905,                 0.7754,                0.88097,                0.88336,                0.84767,                0.90443,                0.53937,                 1.3182,                0.63625,                 0.8567,              0.0087031,              0.0087031,              0.0087031
                    133,                 1.4982,                0.77788,                0.87774,                0.88375,                0.84669,                0.90424,                 0.5352,                 1.3295,                0.63894,                0.85776,              0.0086932,              0.0086932,              0.0086932
                    134,                 1.4754,                0.76561,                0.87872,                0.88567,                0.84745,                0.90569,                0.53757,                  1.326,                0.63587,                0.85739,              0.0086833,              0.0086833,              0.0086833
                    135,                 1.4917,                0.77677,                0.88085,                0.88663,                0.84785,                0.90596,                0.53797,                 1.3242,                0.63524,                0.85675,              0.0086734,              0.0086734,              0.0086734
                    136,                  1.478,                0.76672,                0.87954,                0.88769,                0.84566,                0.90588,                0.53678,                 1.3279,                0.63609,                0.85665,              0.0086635,              0.0086635,              0.0086635
                    137,                  1.481,                0.77865,                0.87843,                0.89172,                0.84606,                0.90768,                0.53873,                  1.319,                0.63273,                0.85538,              0.0086536,              0.0086536,              0.0086536
                    138,                 1.4723,                0.76358,                0.87525,                0.89192,                0.84637,                0.90772,                0.54077,                 1.3158,                0.63058,                0.85507,              0.0086437,              0.0086437,              0.0086437
                    139,                 1.4818,                0.76563,                0.87449,                0.89201,                0.84553,                0.90758,                0.54055,                 1.3159,                 0.6297,                0.85509,              0.0086338,              0.0086338,              0.0086338
                    140,                 1.4697,                0.76138,                0.87599,                0.89343,                0.84566,                0.90874,                0.54157,                 1.3142,                0.63013,                0.85494,              0.0086239,              0.0086239,              0.0086239
                    141,                  1.474,                0.76477,                0.87397,                0.89027,                0.84645,                 0.9079,                0.53921,                 1.3219,                0.63171,                0.85552,               0.008614,               0.008614,               0.008614
                    142,                 1.4846,                0.76515,                0.87846,                0.89222,                0.84562,                0.90839,                 0.5431,                 1.3102,                0.62865,                0.85403,              0.0086041,              0.0086041,              0.0086041
                    143,                 1.4802,                0.76364,                0.87629,                0.89125,                0.84669,                0.90859,                0.54237,                  1.313,                0.62858,                0.85403,              0.0085942,              0.0085942,              0.0085942
                    144,                 1.4669,                0.76095,                0.87481,                0.88945,                0.84878,                0.90891,                0.54104,                 1.3175,                   0.63,                0.85446,              0.0085843,              0.0085843,              0.0085843
                    145,                 1.4717,                 0.7686,                0.87787,                0.89128,                0.84715,                0.90913,                0.54002,                 1.3162,                0.62952,                0.85426,              0.0085744,              0.0085744,              0.0085744
                    146,                 1.4707,                0.76126,                0.87697,                0.89142,                0.84987,                0.90963,                0.54234,                 1.3106,                0.62648,                0.85344,              0.0085645,              0.0085645,              0.0085645
                    147,                 1.4776,                0.76276,                0.87824,                0.89093,                0.85064,                0.91015,                0.54576,                 1.3003,                0.62424,                0.85249,              0.0085546,              0.0085546,              0.0085546
                    148,                 1.4956,                0.77262,                0.88085,                0.88844,                0.85084,                0.90931,                0.54175,                 1.3117,                0.62729,                0.85375,              0.0085447,              0.0085447,              0.0085447
                    149,                 1.4564,                0.75951,                0.87371,                0.88958,                0.85097,                 0.9095,                0.54331,                 1.3074,                0.62628,                0.85303,              0.0085348,              0.0085348,              0.0085348
                    150,                 1.4728,                0.76504,                0.87663,                0.88941,                0.85156,                0.90986,                0.54366,                 1.3075,                0.62537,                0.85274,              0.0085249,              0.0085249,              0.0085249
                    151,                 1.4675,                0.76039,                0.87794,                0.88977,                0.85134,                0.91026,                0.54348,                  1.307,                0.62557,                0.85272,               0.008515,               0.008515,               0.008515
